Selection,Pos,Player,Player_ID,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,F,Khris Middleton,6609,28,mil,82,500,0.164,0,10,52,62,29.9,20.9,6.2,4.3,0.9,0.1,0.497,0.415,0.916,7.9,0.205,2020
ORV,C,Joel Embiid,3059318,25,phi,79,500,0.158,3,14,22,51,29.5,23,11.6,3,0.9,1.3,0.477,0.331,0.807,6,0.192,2020
ORV,G,Bradley Beal,6580,26,was,32,500,0.064,0,3,23,57,36,30.5,4.2,6.1,1.2,0.4,0.455,0.353,0.842,5.1,0.118,2020
ORV,G,Kyle Lowry,0,33,tor,26,500,0.052,0,3,17,58,36.2,19.4,5,7.5,1.4,0.4,0.416,0.352,0.857,7.5,0.171,2020
ORV,C,Bam Adebayo,4066261,22,mia,26,500,0.052,0,0,26,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,2020
ORV,G,Trae Young,4277905,21,atl,13,500,0.026,0,1,10,60,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,5.9,0.133,2020
ORV,G,Donovan Mitchell,3908809,23,uta,10,500,0.02,0,1,7,69,34.3,24,4.4,4.3,1,0.2,0.449,0.366,0.863,5.4,0.11,2020
ORV,F,Paul George,4251,29,lac,7,500,0.014,0,2,1,48,29.6,21.5,5.7,3.9,1.4,0.4,0.439,0.412,0.876,4.8,0.161,2020
ORV,F,Brandon Ingram,3913176,22,nop,5,500,0.01,0,1,2,62,33.9,23.8,6.1,4.2,1,0.6,0.463,0.391,0.851,5.1,0.115,2020
ORV,G,Kemba Walker,0,29,bos,4,500,0.008,0,1,1,56,31.1,20.4,3.9,4.8,0.9,0.5,0.425,0.381,0.864,5.9,0.162,2020
ORV,C,Andre Drummond,6585,26,tot,3,500,0.006,0,1,0,57,33,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,2020
ORV,G,Devin Booker,3136193,23,pho,3,500,0.006,0,0,3,70,35.9,26.6,4.2,6.5,0.7,0.3,0.489,0.354,0.919,7.5,0.143,2020
ORV,C,Karl-Anthony Towns*,0,24,min,2,500,0.004,0,0,2,35,33.9,26.5,10.8,4.4,0.9,1.2,0.508,0.412,0.796,5.1,0.204,2020
ORV,G,Zach LaVine,3064440,24,chi,1,500,0.002,0,0,1,60,34.8,25.5,4.8,4.2,1.5,0.5,0.45,0.38,0.802,4,0.091,2020
ORV,C,Brook Lopez,3448,31,mil,1,500,0.002,0,0,1,68,26.7,12,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,2020
1st,F,Giannis Antetokounmpo,3032977,26,mil,500,500,1,100,0,0,61,33,28.1,11,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,2021
1st,C,Nikola Jokic,3112335,25,den,498,500,0.996,99,1,0,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,2021
1st,G,Stephen Curry,3975,32,gsw,496,500,0.992,98,2,0,63,34.2,32,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9,0.201,2021
1st,G,Luka Doncic,3945274,21,dal,402,500,0.804,55,41,4,66,34.3,27.7,8,8.6,1,0.5,0.479,0.35,0.73,7.7,0.163,2021
1st,F,Kawhi Leonard,6450,29,lac,323,500,0.646,28,58,9,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,2021
2nd,G,Damian Lillard,6606,30,por,372,500,0.744,38,60,2,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,2021
2nd,C,Joel Embiid,3059318,26,phi,352,500,0.704,28,70,2,51,31.1,28.5,10.6,2.8,1,1.4,0.513,0.377,0.859,8.8,0.266,2021
2nd,G,Chris Paul,2779,35,pho,311,500,0.622,23,62,10,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,2021
2nd,F,Julius Randle,3064514,26,nyk,253,500,0.506,16,46,35,71,37.6,24.1,10.2,6,0.9,0.3,0.456,0.411,0.811,7.8,0.14,2021
2nd,F,LeBron James,1966,36,lal,174,500,0.348,2,44,32,45,33.4,25,7.7,7.8,1.1,0.6,0.513,0.365,0.698,5.6,0.179,2021
3rd,C,Rudy Gobert,3032976,28,uta,148,500,0.296,0,26,70,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0,0.623,11.3,0.248,2021
3rd,F,Jimmy Butler,0,31,mia,131,500,0.262,7,26,18,52,33.6,21.5,6.9,7.1,2.1,0.3,0.497,0.245,0.863,9.3,0.255,2021
3rd,F,Paul George,4251,30,lac,89,500,0.178,0,13,50,54,33.7,23.3,6.6,5.2,1.1,0.4,0.467,0.411,0.868,5.3,0.139,2021
3rd,G,Bradley Beal,6580,27,was,71,500,0.142,0,7,50,60,35.8,31.3,4.7,4.4,1.2,0.4,0.485,0.349,0.889,5.9,0.132,2021
3rd,G,Kyrie Irving,6442,28,brk,61,500,0.122,0,7,40,54,34.9,26.9,4.8,6,1.4,0.7,0.506,0.402,0.922,7.4,0.189,2021
ORV,F,Jayson Tatum,4065648,22,bos,69,500,0.138,2,9,32,64,35.8,26.4,7.4,4.3,1.2,0.5,0.459,0.386,0.868,6.5,0.137,2021
ORV,G,Russell Westbrook,3468,32,was,44,500,0.088,1,6,21,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,3.7,0.075,2021
ORV,G,James Harden,3992,31,tot,41,500,0.082,2,3,22,44,36.6,24.6,7.9,10.8,1.2,0.8,0.466,0.362,0.861,7,0.208,2021
ORV,F,Zion Williamson,4395628,20,nop,37,500,0.074,0,3,28,61,33.2,27,7.2,3.7,0.9,0.6,0.611,0.294,0.698,8.7,0.205,2021
ORV,C,Bam Adebayo,4066261,23,mia,32,500,0.064,0,5,17,64,33.5,18.7,9,5.4,1.2,1,0.57,0.25,0.799,8.8,0.197,2021
ORV,G,Donovan Mitchell,3908809,24,uta,26,500,0.052,0,2,20,53,33.4,26.4,4.4,5.2,1,0.3,0.438,0.386,0.845,6.2,0.167,2021
ORV,F,Kevin Durant,3202,32,brk,23,500,0.046,1,4,6,35,33.1,26.9,7.1,5.6,0.7,1.3,0.537,0.45,0.882,5,0.206,2021
ORV,G,Devin Booker,3136193,24,pho,21,500,0.042,0,3,12,67,33.9,25.6,4.2,4.3,0.8,0.2,0.484,0.34,0.867,4.9,0.104,2021
ORV,C,Domantas Sabonis,3155942,24,ind,6,500,0.012,0,1,3,62,36,20.3,12,6.7,1.2,0.5,0.535,0.321,0.732,6.9,0.149,2021
ORV,C,Clint Capela,3102529,26,atl,6,500,0.012,0,0,6,63,30.1,15.2,14.3,0.8,0.7,2,0.594,0,0.573,8.2,0.207,2021
ORV,C,Anthony Davis,6583,27,lal,5,500,0.01,0,1,2,36,32.3,21.8,7.9,3.1,1.3,1.6,0.491,0.26,0.738,3.7,0.152,2021
ORV,G,Ben Simmons*,0,24,phi,2,500,0.004,0,0,2,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6,0.153,2021
ORV,C,Nikola Vucevic,6478,30,tot,2,500,0.004,0,0,2,70,33.5,23.4,11.7,3.8,0.9,0.7,0.477,0.4,0.84,6.3,0.129,2021
ORV,G,Trae Young,4277905,22,atl,2,500,0.004,0,0,2,63,33.7,25.3,3.9,9.4,0.8,0.2,0.438,0.343,0.886,7.2,0.163,2021
ORV,C,Draymond Green,6589,30,gsw,1,500,0.002,0,0,1,63,31.5,7,7.1,8.9,1.7,0.8,0.447,0.27,0.795,4.6,0.112,2021
ORV,G,Zach LaVine,3064440,25,chi,1,500,0.002,0,0,1,58,35.1,27.4,5,4.9,0.8,0.5,0.507,0.419,0.849,5.9,0.138,2021
ORV,F,Khris Middleton,6609,29,mil,1,500,0.002,0,0,1,68,33.4,20.4,6,5.4,1.1,0.1,0.476,0.414,0.898,6.4,0.135,2021
1T,F,Giannis Antetokounmpo,3032977,27,mil,500,500,1,100,0,0,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,2022
1T,G,Luka Doncic,3945274,22,dal,476,500,0.952,88,12,0,65,35.4,28.4,9.1,8.7,1.2,0.6,0.457,0.353,0.744,7.6,0.159,2022
1T,C,Nikola Jokic,3112335,26,den,476,500,0.952,88,12,0,74,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,2022
1T,G,Devin Booker,3136193,25,pho,460,500,0.92,82,16,2,68,34.5,26.8,5,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,2022
1T,F,Jayson Tatum,4065648,23,bos,390,500,0.78,49,47,4,76,35.9,26.9,8,4.4,1,0.6,0.453,0.353,0.853,9.6,0.169,2022
2T,C,Joel Embiid,3059318,27,phi,414,500,0.828,57,43,0,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12,0.252,2022
2T,G,Ja Morant,4279888,22,mem,301,500,0.602,13,76,8,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,2022
2T,F,Kevin Durant,3202,33,brk,276,500,0.552,10,68,22,55,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,8.4,0.198,2022
2T,G,Stephen Curry,3975,33,gsw,274,500,0.548,9,69,22,64,34.5,25.5,5.2,6.3,1.3,0.4,0.437,0.38,0.923,8,0.173,2022
2T,F,DeMar DeRozan,3978,32,chi,184,500,0.368,2,39,57,76,36.1,27.9,5.2,4.9,0.9,0.3,0.504,0.352,0.877,8.8,0.154,2022
3T,C,Karl-Anthony Towns,3136195,26,min,174,500,0.348,0,38,60,74,33.5,24.6,9.8,3.6,1,1.1,0.529,0.41,0.822,10.3,0.199,2022
3T,F,LeBron James,1966,37,lal,169,500,0.338,2,35,54,56,37.2,30.3,8.2,6.2,1.3,1.1,0.524,0.359,0.756,7.5,0.172,2022
3T,G,Chris Paul,2779,36,pho,114,500,0.228,0,16,66,65,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,9.4,0.21,2022
3T,G,Trae Young,4277905,23,atl,110,500,0.22,0,11,77,76,34.9,28.4,3.7,9.7,0.9,0.1,0.46,0.382,0.904,10,0.181,2022
3T,F,Pascal Siakam,3149673,27,tor,63,500,0.126,0,7,42,68,37.9,22.8,8.5,5.3,1.3,0.6,0.494,0.344,0.749,8.1,0.151,2022
ORV,C,Rudy Gobert,3032976,29,uta,45,500,0.09,0,5,30,66,32.1,15.6,14.7,1.1,0.7,2.1,0.713,0,0.69,11.7,0.264,2022
ORV,F,Jimmy Butler,0,32,mia,32,500,0.064,0,2,26,57,33.9,21.4,5.9,5.5,1.6,0.5,0.48,0.233,0.87,9.2,0.228,2022
ORV,C,Bam Adebayo,4066261,24,mia,28,500,0.056,0,4,16,56,32.6,19.1,10.1,3.4,1.4,0.8,0.557,0,0.753,7.2,0.188,2022
ORV,G,Donovan Mitchell,3908809,25,uta,4,500,0.008,0,0,4,67,33.8,25.9,4.2,5.3,1.5,0.2,0.448,0.355,0.853,7.2,0.152,2022
ORV,F,Jaylen Brown,3917376,25,bos,3,500,0.006,0,0,3,66,33.6,23.6,6.1,3.5,1.1,0.3,0.473,0.358,0.758,5.8,0.124,2022
ORV,F,Desmond Bane,4066320,23,mem,1,500,0.002,0,0,1,76,29.8,18.2,4.4,2.7,1.2,0.4,0.461,0.436,0.903,7.2,0.153,2022
ORV,G,Mikal Bridges,3147657,25,pho,1,500,0.002,0,0,1,82,34.8,14.2,4.2,2.3,1.2,0.4,0.534,0.369,0.834,8.9,0.15,2022
ORV,G,Jrue Holiday,3995,31,mil,1,500,0.002,0,0,1,67,33,18.3,4.5,6.8,1.6,0.4,0.501,0.411,0.761,6.9,0.15,2022
ORV,G,Kyrie Irving,6442,29,brk,1,500,0.002,0,0,1,29,37.6,27.4,4.4,5.8,1.4,0.6,0.469,0.418,0.915,3.3,0.147,2022
ORV,F,Khris Middleton,6609,30,mil,1,500,0.002,0,0,1,66,32.4,20.1,5.4,5.4,1.2,0.3,0.443,0.373,0.89,5.3,0.119,2022
ORV,G,Dejounte Murray,3907497,25,sas,1,500,0.002,0,0,1,68,34.8,21.1,8.3,9.2,2,0.3,0.462,0.327,0.794,7.3,0.149,2022
ORV,G,Fred VanVleet,2991230,27,tor,1,500,0.002,0,0,1,65,37.9,20.3,4.4,6.7,1.7,0.5,0.403,0.377,0.874,6.7,0.131,2022
1st,G,Stephen Curry,3975,27,gsw,645,645,1,129,0,0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2023
1st,F,LeBron James,1966,31,cle,637,645,0.988,125,4,0,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2023
1st,G,Russell Westbrook,3468,27,okc,627,645,0.972,120,9,0,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,2023
1st,F,Kawhi Leonard,6450,24,sas,575,645,0.891,94,35,0,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,2023
1st,C,DeAndre Jordan,3442,27,lac,317,645,0.491,39,36,14,77,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0,0.43,11.5,0.213,2023
2nd,F,Kevin Durant,3202,27,okc,452,645,0.701,36,90,2,72,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27,2023
2nd,F,Draymond Green,6589,25,gsw,431,645,0.668,40,74,9,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2023
2nd,G,Chris Paul,2779,30,lac,353,645,0.547,8,101,10,74,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2023
2nd,C,DeMarcus Cousins,0,25,sac,277,645,0.429,32,28,33,65,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,0.122,2023
2nd,G,Damian Lillard,6606,25,por,217,645,0.336,0,48,73,75,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2023
3rd,C,Andre Drummond,6585,22,det,173,645,0.268,13,26,30,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,2023
3rd,G,Klay Thompson,6475,25,gsw,164,645,0.254,0,37,53,80,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8,0.144,2023
3rd,F,Paul George,4251,25,ind,157,645,0.243,0,28,73,81,34.8,23.1,7,4.1,1.9,0.4,0.418,0.371,0.86,9.2,0.157,2023
3rd,G,Kyle Lowry,0,29,tor,155,645,0.24,0,35,50,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2023
3rd,F,LaMarcus Aldridge,0,30,sas,103,645,0.16,3,11,55,74,30.6,18,8.5,1.5,0.5,1.1,0.513,0,0.858,10.1,0.215,2023
ORV,G,James Harden,3992,26,hou,106,645,0.164,0,0,0,82,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2023
ORV,F,Paul Millsap,0,30,atl,84,645,0.13,0,0,0,81,32.7,17.1,9,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,2023
ORV,C,Al Horford,3213,29,atl,76,645,0.118,2,0,0,82,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,2023
ORV,C,Anthony Davis,6583,22,nop,76,645,0.118,1,0,0,61,35.5,24.3,10.3,1.9,1.3,2,0.493,0.324,0.758,7.2,0.16,2023
ORV,C,Karl-Anthony Towns,3136195,20,min,44,645,0.068,0,0,0,82,32,18.3,10.5,2,0.7,1.7,0.542,0.341,0.811,8.3,0.151,2023
ORV,G,DeMar DeRozan,3978,26,tor,26,645,0.04,0,0,0,78,35.9,23.5,4.5,4,1,0.3,0.446,0.338,0.85,9.9,0.169,2023
ORV,C,Hassan Whiteside,0,26,mia,24,645,0.037,1,0,0,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,0,0.65,10.3,0.233,2023
ORV,G,Isaiah Thomas,0,26,bos,20,645,0.031,0,0,0,82,32.2,22.2,3,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,2023
ORV,F,Pau Gasol,0,35,chi,16,645,0.025,2,0,0,72,31.8,16.5,11,4.1,0.6,2,0.469,0.348,0.792,7.1,0.149,2023
ORV,G,Jimmy Butler,0,26,chi,12,645,0.019,0,0,0,67,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2023
ORV,F,Dirk Nowitzki,0,37,dal,8,645,0.012,0,0,0,75,31.5,18.3,6.5,1.8,0.7,0.7,0.448,0.368,0.893,6.8,0.138,2023
ORV,G,John Wall,0,25,was,7,645,0.011,0,0,0,77,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,0.098,2023
ORV,G,Kemba Walker,0,25,cho,6,645,0.009,0,0,0,81,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,2023
ORV,F,Tim Duncan,0,39,sas,3,645,0.005,0,0,0,61,25.2,8.6,7.3,2.7,0.8,1.3,0.488,0,0.702,5.2,0.163,2023
ORV,F,Gordon Hayward,0,25,uta,3,645,0.005,0,0,0,80,36.2,19.7,5,3.7,1.2,0.3,0.433,0.349,0.824,8.9,0.147,2023
ORV,C,Dwight Howard,0,30,hou,3,645,0.005,0,0,0,71,32.1,13.7,11.8,1.4,1,1.6,0.62,0,0.489,6.6,0.138,2023
ORV,F,Carmelo Anthony,0,31,nyk,2,645,0.003,0,0,2,72,35.1,21.8,7.7,4.2,0.9,0.5,0.434,0.339,0.829,6.4,0.121,2023
ORV,C,Marc Gasol,0,31,mem,2,645,0.003,0,0,2,52,34.4,16.6,7,3.8,1,1.3,0.464,0.667,0.829,3.7,0.098,2023
ORV,C,Andrew Bogut,0,31,gsw,1,645,0.002,0,0,1,70,20.7,5.4,7,2.3,0.5,1.6,0.627,1,0.48,5.4,0.18,2023
ORV,F,Blake Griffin,0,26,lac,1,645,0.002,0,0,1,35,33.4,21.4,8.4,4.9,0.8,0.5,0.499,0.333,0.727,3.8,0.156,2023
ORV,C,Brook Lopez,3448,27,brk,1,645,0.002,0,0,1,73,33.7,20.6,7.8,2,0.8,1.7,0.511,0.143,0.787,6.2,0.121,2023
ORV,G,Tony Parker,0,33,sas,1,645,0.002,0,0,1,72,27.5,11.9,2.4,5.3,0.8,0.2,0.493,0.415,0.76,5.8,0.142,2023
1T,G,Shai Gilgeous-Alexander,4278073,25,okc,495,495,1,99,0,0,75,34,30.1,5.5,6.2,2,0.9,0.535,0.353,0.874,14.6,0.275,2024
1T,C,Nikola Jokic,3112335,28,den,495,495,1,99,0,0,79,34.6,26.4,12.4,9,1.4,0.9,0.583,0.359,0.817,17,0.299,2024
1T,G,Luka Doncic,3945274,24,dal,493,495,0.996,98,1,0,70,37.5,33.9,9.2,9.8,1.4,0.5,0.487,0.382,0.786,12,0.22,2024
1T,F,Giannis Antetokounmpo,3032977,29,mil,473,495,0.956,88,11,0,73,35.2,30.4,11.5,6.5,1.2,1.1,0.611,0.274,0.657,13.2,0.246,2024
1T,F,Jayson Tatum,4065648,25,bos,427,495,0.863,65,34,0,74,35.7,26.9,8.1,4.9,1,0.6,0.471,0.376,0.833,10.4,0.189,2024
2T,G,Jalen Brunson,3934672,27,nyk,368,495,0.743,37,61,0,77,35.4,28.7,3.6,6.7,0.9,0.2,0.479,0.401,0.847,11.2,0.198,2024
2T,G,Anthony Edwards,4594268,22,min,285,495,0.576,3,87,9,79,35.1,25.9,5.4,5.1,1.3,0.5,0.461,0.357,0.836,7.5,0.13,2024
2T,F,Kevin Durant,3202,35,pho,274,495,0.554,2,85,9,75,37.2,27.1,6.6,5,0.9,1.2,0.523,0.413,0.856,8.3,0.142,2024
2T,F,Kawhi Leonard,6450,32,lac,242,495,0.489,1,72,21,68,34.3,23.7,6.1,3.6,1.6,0.9,0.525,0.417,0.885,8.9,0.184,2024
2T,C,Anthony Davis,6583,30,lal,230,495,0.465,1,65,30,76,35.5,24.7,12.6,3.5,1.2,2.3,0.556,0.271,0.816,11.8,0.21,2024
3T,F,LeBron James,1966,39,lal,164,495,0.331,1,32,63,71,35.3,25.7,7.3,8.3,1.3,0.5,0.54,0.41,0.75,8.5,0.164,2024
3T,G,Stephen Curry,3975,35,gsw,117,495,0.236,0,13,78,74,32.7,26.4,4.5,5.1,0.7,0.4,0.45,0.408,0.923,7.2,0.142,2024
3T,F,Domantas Sabonis,3155942,27,sac,104,495,0.21,1,16,51,82,35.7,19.4,13.7,8.2,0.9,0.6,0.594,0.379,0.704,12.6,0.206,2024
3T,G,Tyrese Haliburton,4396993,23,ind,75,495,0.152,0,2,69,69,32.2,20.1,3.9,10.9,1.2,0.7,0.477,0.364,0.855,9,0.195,2024
3T,G,Devin Booker,3136193,27,pho,70,495,0.141,0,7,49,68,36,27.1,4.5,6.9,0.9,0.4,0.492,0.364,0.886,9.2,0.181,2024
ORV,F,Jaylen Brown,3917376,27,bos,50,495,0.101,0,0,50,70,33.5,23,5.5,3.6,1.2,0.5,0.499,0.354,0.703,5.9,0.121,2024
ORV,G,Tyrese Maxey,4431678,23,phi,16,495,0.032,0,1,13,70,37.5,25.9,3.7,6.2,1,0.5,0.45,0.373,0.868,8.1,0.147,2024
ORV,F,Paul George,4251,33,lac,16,495,0.032,0,0,16,74,33.8,22.6,5.2,3.5,1.5,0.5,0.471,0.413,0.907,7.3,0.14,2024
ORV,C,Rudy Gobert,3032976,31,min,12,495,0.024,0,1,9,76,34.1,14,12.9,1.3,0.7,2.1,0.661,0,0.638,11.6,0.216,2024
ORV,C,Victor Wembanyama,5104157,20,sas,11,495,0.022,0,2,5,71,29.7,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,3.7,0.085,2024
ORV,F,Zion Williamson,4395628,23,nop,11,495,0.022,0,1,8,70,31.5,22.9,5.8,5,1.1,0.7,0.57,0.333,0.702,7.5,0.164,2024
ORV,F,Paolo Banchero,4432573,21,orl,10,495,0.02,0,2,4,80,35,22.6,6.9,5.4,0.9,0.6,0.455,0.339,0.725,5.3,0.09,2024
ORV,G,De'Aaron Fox,4066259,26,sac,9,495,0.018,0,1,6,74,35.9,26.6,4.6,5.6,2,0.4,0.465,0.369,0.738,6.5,0.117,2024
ORV,C,Bam Adebayo,4066261,26,mia,7,495,0.014,0,1,4,71,34,19.3,10.4,3.9,1.1,0.9,0.521,0.357,0.755,7.2,0.144,2024
ORV,F,DeMar DeRozan,3978,34,chi,1,495,0.002,0,0,1,79,37.8,24,4.3,5.3,1.1,0.6,0.48,0.333,0.853,9.2,0.147,2024
